"EU-PVP-Official-TheIsland-SmallTribes48 - (v321.1)","5.62.127.6","27027","7789"
"NA-PVE-Official-Ragnarok739 - (v321.1)","95.156.213.139","27017","7779"
"*Beginner*NA-PVE-Official-TheIsland430 - (v321.1)","85.190.156.30","27019","7781"
"NA-PVE-Official-Valguero740 - (v321.1)","95.156.213.139","27019","7781"
"NA-PVP-Official-TheIsland-ClassicPVP18 - (v321.1)","85.190.156.28","27017","7779"
"NA-PVP-Official-TheIsland413 - (v321.1)","85.190.152.33","27015","7777"
"NA-PVP-Official-GenOne-SmallTribes107 - (v321.1)","37.10.127.68","27021","7783"
"NA-PVP-Official-Valguero-SmallTribes78 - (v321.1)","37.10.127.82","27017","7779"
"EU-PVE-Official-TheIsland751 - (v321.1)","46.251.238.158","27017","7779"
"OC-PVE-Official-CrystalIsles883 - (v321.1)","128.0.115.38","27023","7785"
"NA-PVP-Official-GenOne-SmallTribes127 - (v321.1)","95.156.213.142","27019","7781"
"NA-PVE-Official-TheIsland736 - (v321.1)","95.156.213.138","27017","7779"
"NA-PVP-Official-TheCenter-SmallTribes26 - (v321.1)","85.190.159.30","27017","7779"
"NA-PVP-Official-CrystalIsles-SmallTribes137 - (v321.1)","95.156.213.158","27021","7783"
"EU-PVE-Official-Ragnarok753 - (v321.1)","46.251.238.159","27015","7777"
"NA-PVE-Official-Ragnarok721 - (v321.1)","85.190.152.250","27015","7777"
"NA-PVP-Official-TheIsland894 - (v321.1)","95.156.213.160","27023","7785"
"PVP-Official-Extinction-ARKpocalypse6 - (v321.1)","46.251.238.103","27019","7781"
"EU-OfflineRaidProtection-Valguero-CrossArk5 - (v321.1)","46.251.238.141","27021","7783"
"EU-PVP-Official-CrystalIsles-SmallTribes142 - (v321.1)","46.251.238.176","27021","7783"
"*Beginner*NA-PVE-Official-TheIsland429 - (v321.1)","85.190.156.30","27017","7779"
"NA-PVP-Official-CrystalIsles-SmallTribes112 - (v321.1)","95.156.213.147","27015","7777"
"NA-PVE-Official-TheIsland734 - (v321.1)","95.156.213.137","27019","7781"
"OC-PVP-Official-Extinction795 - (v321.1)","128.0.115.33","27023","7785"
"EU-PVP-Official-Valguero-SmallTribes90 - (v321.1)","5.101.166.104","27019","7781"
"OC-PVE-Official-TheIsland763 - (v321.1)","128.0.115.35","27017","7779"
"NA-PVE-Official-Extinction730 - (v321.1)","95.156.213.136","27017","7779"
"EU-PVP-Official-TheIsland-SmallTribes139 - (v321.1)","46.251.238.176","27015","7777"
"NA-PVP-Official-GenOne-SmallTribes93 - (v321.1)","85.190.159.135","27021","7783"
"EU-PVP-Official-GenOne667 - (v321.1)","85.190.155.193","27023","7785"
"EU-PVE-Official-TheIsland345 - (v321.1)","85.190.148.214","27019","7781"
"NA-PVP-Official-Ragnarok-SmallTribes131 - (v321.1)","95.156.213.143","27019","7781"
"NA-PVP-Official-Aberration768 - (v321.1)","95.156.213.136","27021","7783"
"EU-PVE-Official-TheIsland748 - (v321.1)","46.251.238.157","27017","7779"
"NA-PVP-Official-Extinction440 - (v321.1)","85.190.152.28","27021","7783"
"NA-PVP-Official-TheIsland21 - (v321.1)","85.190.153.97","27015","7777"
"EU-PVP-Official-GenOne-SmallTribes111 - (v321.1)","5.101.166.207","27021","7783"
"NA-PVP-Official-Ragnarok-ClassicPVP23 - (v321.1)","37.10.127.67","27015","7777"
"NA-PVE-Official-TheIsland886 - (v321.1)","95.156.213.159","27019","7781"
"NA-PVP-Official-GenOne-SmallTribes97 - (v321.1)","85.190.156.33","27021","7783"
"NA-PVP-Official-TheCenter88 - (v321.1)","85.190.152.82","27015","7777"
"EU-PVE-Official-TheIsland749 - (v321.1)","46.251.238.157","27019","7781"
"EU-PVP-Official-CrystalIsles-SmallTribes116 - (v321.1)","46.251.238.165","27019","7781"
"EU-PVP-Official-GenOne-SmallTribes101 - (v321.1)","5.101.166.131","27021","7783"
"EU-PVP-Official-GenOne-SmallTribes109 - (v321.1)","5.101.166.207","27017","7779"
"EU-PVE-Official-CrystalIsles876 - (v321.1)","46.251.238.172","27021","7783"
"NA-PVP-Official-Extinction-SmallTribes68 - (v321.1)","37.10.127.65","27017","7779"
"NA-PVP-Official-TheIsland-SmallTribes130 - (v321.1)","95.156.213.143","27017","7779"
"OC-PVP-Official-GenOne702 - (v321.1)","128.0.115.18","27025","7787"
"NA-OfflineRaidProtection-TheIsland-CrossArk6 - (v321.1)","85.190.158.41","27019","7781"
"EU-PVP-Official-TheIsland174 - (v321.1)","85.190.148.230","27017","7779"
"NA-PVP-Official-TheIsland-SmallTribes134 - (v321.1)","95.156.213.158","27015","7777"
"NA-PVP-Official-TheIsland-SmallTribes14 - (v321.1)","85.190.158.48","27017","7779"
"EU-PVP-Official-CrystalIsles-SmallTribes117 - (v321.1)","46.251.238.165","27021","7783"
"EU-PVP-Official-CrystalIsles-SmallTribes143 - (v321.1)","46.251.238.176","27023","7785"
"NA-PVP-Official-CrystalIsles-SmallTribes138 - (v321.1)","95.156.213.158","27023","7785"
"NA-PVE-Official-Ragnarok408 - (v321.1)","85.190.157.169","27017","7779"
"NA-PVP-Official-GenOne-SmallTribes92 - (v321.1)","85.190.159.30","27021","7783"
"EU-PVE-Official-Valguero713 - (v321.1)","5.101.166.11","27015","7777"
"NA-PVP-Official-CrystalIsles-SmallTribes113 - (v321.1)","95.156.213.147","27017","7779"
"EU-PVP-Official-CrystalIsles-SmallTribes118 - (v321.1)","46.251.238.165","27023","7785"
"OC-PVE-Official-Extinction760 - (v321.1)","128.0.115.33","27017","7779"
"EU-PVP-Official-TheIsland712 - (v321.1)","85.190.155.172","27021","7783"
"EU-PVP-Official-TheIsland-SmallTribes24 - (v321.1)","5.101.166.120","27019","7781"
"NA-PVP-Official-GenOne-SmallTribes104 - (v321.1)","37.10.127.68","27015","7777"
"EU-PVP-Official-TheCenter18 - (v321.1)","85.190.155.139","27015","7777"
"EU-PVP-Official-TheIsland897 - (v321.1)","46.251.238.177","27021","7783"
"NA-PVP-Official-TheIsland-SmallTribes135 - (v321.1)","95.156.213.158","27017","7779"
"NA-PVP-Official-CrystalIsles-SmallTribes136 - (v321.1)","95.156.213.158","27019","7781"
"EU-PVE-Official-Ragnarok754 - (v321.1)","46.251.238.159","27017","7779"
"EU-PVE-Official-TheIsland705 - (v321.1)","46.251.238.154","27015","7777"
"EU-PVP-Official-CrystalIsles-SmallTribes115 - (v321.1)","46.251.238.165","27017","7779"
"EU-PVP-Official-Valguero790 - (v321.1)","46.251.238.160","27023","7785"
"EU-PVP-Official-TheIsland16 - (v321.1)","85.190.155.90","27015","7777"
"EU-PVP-Official-TheIsland-SmallTribes18 - (v321.1)","5.101.166.55","27019","7781"
"EU-PVE-Official-Valguero756 - (v321.1)","46.251.238.160","27015","7777"
"Asia-PVP-TheIsland142 - (v321.1)","36.27.209.106","27017","7779"
"EU-PVP-Official-CrystalIsles-SmallTribes114 - (v321.1)","46.251.238.165","27015","7777"
"EU-PVE-Official-Valguero755 - (v321.1)","46.251.238.159","27019","7781"
"EU-PVE-Official-CrystalIsles870 - (v321.1)","46.251.238.179","27019","7781"
"EU-PVE-Official-TheIsland750 - (v321.1)","46.251.238.158","27015","7777"
"OC-PVE-Official-Ragnarok70 - (v321.1)","128.0.115.31","27015","7777"
"Asia-PVP-Ragnarok113 - (v321.1)","36.27.209.24","27019","7781"
"EU-PVP-Official-CrystalIsles-SmallTribes141 - (v321.1)","46.251.238.176","27019","7781"
"NA-PVP-Official-TheIsland888 - (v321.1)","95.156.213.159","27023","7785"
"EU-PVP-Official-Valguero-ClassicPVP12 - (v321.1)","5.101.166.5","27019","7781"
"NA-PVP-Official-TheIsland38 - (v321.1)","85.190.158.49","27015","7777"
"NA-PVP-Official-TheIsland-SmallTribes8 - (v321.1)","85.190.156.33","27017","7779"
"NA-PVP-Official-TheIsland22 - (v321.1)","85.190.153.97","27017","7779"
"NA-PVE-Official-ScorchedEarth732 - (v321.1)","95.156.213.137","27015","7777"
"EU-PVP-Official-TheCenter402 - (v321.1)","85.190.148.207","27019","7781"
"NA-OfflineRaidProtection-CrystalIsles-CrossArk6 - (v321.1)","95.156.213.146","27015","7777"
"NA-PVE-Official-TheIsland431 - (v321.1)","85.190.152.4","27015","7777"
"EU-PVP-Official-TheCenter-SmallTribes124 - (v321.1)","46.251.238.163","27023","7785"
"NA-PVP-Official-TheCenter58 - (v321.1)","85.190.157.185","27015","7777"
"NA-PVP-Official-CrystalIsles-SmallTribes120 - (v321.1)","95.156.213.147","27021","7783"
"NA-PVP-Official-GenOne-SmallTribes106 - (v321.1)","37.10.127.68","27019","7781"
"OC-PVE-Official-GenOne761 - (v321.1)","128.0.115.33","27019","7781"
"EU-PVE-Official-Extinction465 - (v321.1)","46.251.238.140","27021","7783"
"NA-PVP-Official-Valguero-SmallTribes79 - (v321.1)","37.10.127.83","27015","7777"
"NA-PVP-Official-CrystalIsles-SmallTribes121 - (v321.1)","95.156.213.147","27023","7785"
"NA-PVP-Official-GenOne-SmallTribes96 - (v321.1)","85.190.156.5","27021","7783"
"NA-PVP-Official-TheIsland-SmallTribes15 - (v321.1)","85.190.158.48","27019","7781"
"NA-PVP-Official-Extinction-SmallTribes61 - (v321.1)","85.190.152.15","27019","7781"
"NA-PVP-Official-TheIsland-SmallTribes129 - (v321.1)","95.156.213.143","27015","7777"
"EU-PVP-Official-Extinction474 - (v321.1)","5.101.166.231","27015","7777"
"EU-PVP-Official-TheIsland-SmallTribes11 - (v321.1)","5.101.166.54","27017","7779"
"NA-PVP-Official-Valguero573 - (v321.1)","37.10.125.126","27019","7781"
"EU-PVP-Official-Extinction-SmallTribes117 - (v321.1)","46.251.238.162","27017","7779"
"EU-PVP-Official-TheIsland-SmallTribes39 - (v321.1)","46.251.238.106","27019","7781"
"EU-PVP-Official-Valguero-SmallTribes85 - (v321.1)","85.190.154.79","27015","7777"
"EU-PVP-Official-TheCenter-SmallTribes23 - (v321.1)","5.101.166.120","27017","7779"
"NA-PVP-Official-TheCenter-SmallTribes32 - (v321.1)","37.10.127.12","27017","7779"
"NA-PVP-Official-CrystalIsles-SmallTribes119 - (v321.1)","95.156.213.147","27019","7781"
"EU-PVP-Official-TheIsland6 - (v321.1)","85.190.155.35","27017","7779"
"EU-PVP-Official-TheIsland-SmallTribes120 - (v321.1)","46.251.238.163","27015","7777"
"NA-PVE-Official-TheIsland733 - (v321.1)","95.156.213.137","27017","7779"
"*Beginner*NA-PVP-Official-TheIsland428 - (v321.1)","85.190.156.30","27015","7777"
"NA-PVP-Official-TheCenter-SmallTribes133 - (v321.1)","95.156.213.143","27023","7785"
"NA-PVP-Official-GenOne626 - (v321.1)","85.190.152.11","27017","7779"
"EU-PVP-Official-TheIsland-SmallTribes121 - (v321.1)","46.251.238.163","27017","7779"
"NA-PVE-Official-CrystalIsles839 - (v321.1)","95.156.213.152","27019","7781"
"EU-PVP-Official-TheIsland-SmallTribes6 - (v321.1)","85.190.148.211","27019","7781"
"EU-PVP-Official-TheIsland172 - (v321.1)","85.190.148.229","27021","7783"
"NA-PVP-Official-Ragnarok-SmallTribes13 - (v321.1)","85.190.158.48","27015","7777"
"EU-PVE-Official-CrystalIsles877 - (v321.1)","46.251.238.173","27015","7777"
"OC-PVE-Official-CrystalIsles882 - (v321.1)","128.0.115.39","27023","7785"
"NA-PVE-Official-CrystalIsles854 - (v321.1)","95.156.213.156","27019","7781"
"OC-PVE-Official-Ragnarok390 - (v321.1)","128.0.115.19","27015","7777"
"EU-PVP-Official-TheIsland-SmallTribes30 - (v321.1)","46.251.238.106","27025","7787"
"EU-PVP-Official-GenOne-SmallTribes100 - (v321.1)","5.101.166.55","27021","7783"
"NA-PVE-Official-CrystalIsles842 - (v321.1)","95.156.213.153","27019","7781"
"NA-PVE-Official-TheIsland48 - (v321.1)","95.156.213.135","27017","7779"
"NA-PVP-Official-Extinction-SmallTribes69 - (v321.1)","37.10.127.65","27019","7781"
"EU-PVE-Official-Ragnarok709 - (v321.1)","85.190.155.172","27015","7777"
"EU-PVP-Official-TheCenter-ClassicPVP8 - (v321.1)","85.190.154.33","27017","7779"
"EU-PVP-Official-GenOne-SmallTribes103 - (v321.1)","5.101.166.201","27021","7783"
"NA-PVP-Official-Ragnarok-SmallTribes7 - (v321.1)","85.190.156.33","27015","7777"
"EU-PVP-Official-Valguero-SmallTribes123 - (v321.1)","46.251.238.163","27021","7783"
"NA-PVP-Official-Aberration-SmallTribes125 - (v321.1)","95.156.213.142","27015","7777"
"OC-PVE-Official-CrystalIsles884 - (v321.1)","128.0.115.40","27025","7787"
"NA-PVE-Official-TheIsland47 - (v321.1)","85.190.157.178","27017","7779"
"OC-PVP-Official-TheIsland799 - (v321.1)","128.0.115.39","27021","7783"
"NA-PVE-Official-Valguero741 - (v321.1)","95.156.213.140","27015","7777"
"EU-PVE-Official-CrystalIsles879 - (v321.1)","46.251.238.173","27019","7781"
"NA-PVE-Official-TheIsland735 - (v321.1)","95.156.213.138","27015","7777"
"EU-PVP-Official-Aberration-SmallTribes53 - (v321.1)","5.62.127.6","27019","7781"
"NA-PVP-Official-TheIsland-SmallTribes55 - (v321.1)","85.190.159.135","27019","7781"
"EU-PVP-Official-TheIsland7 - (v321.1)","85.190.155.70","27015","7777"
"NA-PVP-Official-TheCenter780 - (v321.1)","95.156.213.141","27019","7781"
"EU-PVE-Official-TheIsland347 - (v321.1)","46.251.238.149","27019","7781"
"NA-PVP-Official-Valguero-SmallTribes76 - (v321.1)","31.214.128.21","27019","7781"
"NA-PVE-Official-TheIsland885 - (v321.1)","95.156.213.159","27017","7779"
"NA-PVE-Official-Ragnarok81 - (v321.1)","85.190.152.13","27015","7777"
"NA-PVE-Official-GenOne731 - (v321.1)","95.156.213.136","27019","7781"
"NA-PVE-Official-TheIsland717 - (v321.1)","85.190.152.84","27015","7777"
"NA-PVP-Official-Valguero572 - (v321.1)","37.10.125.126","27017","7779"
"NA-PVP-Official-TheCenter-SmallTribes2 - (v321.1)","85.190.156.5","27017","7779"
"EU-PVP-Official-Extinction-SmallTribes58 - (v321.1)","5.101.166.12","27019","7781"
"NA-PVP-Official-TheIsland-SmallTribes45 - (v321.1)","85.190.157.170","27019","7781"
"EU-PVP-Official-TheIsland401 - (v321.1)","85.190.148.207","27017","7779"
"NA-PVE-Official-CrystalIsles850 - (v321.1)","95.156.213.155","27019","7781"
"EU-PVP-Official-Valguero-ClassicPVP9 - (v321.1)","85.190.154.33","27019","7781"
"NA-PVP-Official-Extinction-SmallTribes66 - (v321.1)","37.10.127.62","27017","7779"
"EU-PVE-Official-TheIsland344 - (v321.1)","46.251.238.149","27021","7783"
"NA-PVE-Official-CrystalIsles844 - (v321.1)","95.156.213.153","27023","7785"
"NA-PVP-Official-TheIsland34 - (v321.1)","85.190.158.44","27017","7779"
"EU-PVP-Official-TheCenter-SmallTribes35 - (v321.1)","31.214.160.243","27017","7779"
"LEGACY-The-Asia-PVE-OfficialServer514 - (v321.1)","36.27.209.106","27019","7781"
"NA-PVE-Official-CrystalIsles847 - (v321.1)","95.156.213.161","27019","7781"
"NA-PVP-Official-Aberration-SmallTribes42 - (v321.1)","85.190.157.166","27019","7781"
"NA-PVP-Official-Valguero-ClassicPVP22 - (v321.1)","85.190.152.9","27019","7781"
"NA-PVP-Official-TheCenter357 - (v321.1)","85.190.152.139","27017","7779"
"NA-PVP-Official-GenOne612 - (v321.1)","85.190.152.85","27017","7779"
"NA-PVP-Official-TheIsland27 - (v321.1)","85.190.158.29","27015","7777"
"OC-PVP-Official-TheCenter206 - (v321.1)","128.0.115.14","27021","7783"
"OC-PVE-Official-Valguero582 - (v321.1)","128.0.115.23","27023","7785"
"EU-PVP-Official-GenOne-SmallTribes102 - (v321.1)","5.101.166.12","27021","7783"
"EU-PVE-Official-CrystalIsles867 - (v321.1)","46.251.238.170","27019","7781"
"NA-PVE-Official-CrystalIsles845 - (v321.1)","95.156.213.154","27019","7781"
"NA-PVE-Official-CrystalIsles841 - (v321.1)","95.156.213.161","27021","7783"
"NA-PVE-Official-CrystalIsles838 - (v321.1)","95.156.213.163","27015","7777"
"EU-PVP-Official-GenOne-SmallTribes110 - (v321.1)","5.101.166.207","27019","7781"
"NA-PVP-Official-Valguero-SmallTribes81 - (v321.1)","37.10.127.83","27019","7781"
"EU-PVP-Official-TheIsland399 - (v321.1)","85.190.148.206","27019","7781"
"NA-PVP-Official-Valguero-SmallTribes132 - (v321.1)","95.156.213.143","27021","7783"
"OC-PVE-Official-CrystalIsles881 - (v321.1)","128.0.115.40","27023","7785"
"NA-PVP-Official-TheCenter417 - (v321.1)","85.190.156.73","27017","7779"
"EU-PVP-Official-Ragnarok-SmallTribes34 - (v321.1)","31.214.160.243","27015","7777"
"NA-PVE-Official-Extinction459 - (v321.1)","95.156.213.162","27015","7777"
"EU-PVE-Official-Extinction491 - (v321.1)","5.101.166.199","27015","7777"
"OC-PVE-Official-GenOne629 - (v321.1)","128.0.115.31","27023","7785"
"NA-PVE-Official-Extinction443 - (v321.1)","95.156.213.135","27015","7777"
"OC-PVE-Official-Ragnarok766 - (v321.1)","128.0.115.39","27015","7777"
"EU-PVP-Official-Extinction-SmallTribes62 - (v321.1)","5.101.166.201","27015","7777"
"NA-OfflineRaidProtection-Valguero-CrossArk6 - (v321.1)","85.190.157.167","27019","7781"
"EU-PVP-Official-Extinction-SmallTribes72 - (v321.1)","5.101.166.202","27019","7781"
"NA-PVP-Official-Valguero778 - (v321.1)","95.156.213.141","27015","7777"
"OC-PVE-Official-CrystalIsles880 - (v321.1)","128.0.115.40","27021","7783"
"EU-PVE-Official-CrystalIsles855 - (v321.1)","46.251.238.167","27019","7781"
"NA-PVP-Official-ScorchedEarth421 - (v321.1)","85.190.157.61","27019","7781"
"NA-PVP-Official-Extinction-SmallTribes65 - (v321.1)","37.10.127.62","27015","7777"
"EU-PVE-Official-Ragnarok389b - (v321.1)","85.190.155.149","27015","7777"
"NA-PVP-Official-TheCenter779 - (v321.1)","95.156.213.141","27017","7779"
"NA-PVP-Official-TheIsland335 - (v321.1)","85.190.152.83","27019","7781"
"NA-PVE-Official-TheIsland891 - (v321.1)","95.156.213.160","27017","7779"
"NA-PVE-Official-CrystalIsles837 - (v321.1)","95.156.213.151","27021","7783"
"EU-PVP-Official-TheIsland331 - (v321.1)","46.251.238.104","27019","7781"
"NA-PVP-Official-Extinction-SmallTribes59 - (v321.1)","85.190.152.15","27015","7777"
"EU-PVP-Official-Valguero533 - (v321.1)","5.101.166.106","27017","7779"
"NA-PVP-Official-TheCenter-ClassicPVP17 - (v321.1)","85.190.156.28","27015","7777"
"NA-PVE-Official-CrystalIsles835 - (v321.1)","95.156.213.150","27023","7785"
"EU-PVP-Official-TheIsland8 - (v321.1)","85.190.155.70","27017","7779"
"EU-PVP-Official-ScorchedEarth-SmallTribes50 - (v321.1)","5.62.127.6","27015","7777"
"EU-PVE-Official-TheIsland43 - (v321.1)","46.251.238.147","27017","7779"
"NA-PVE-Official-CrystalIsles834 - (v321.1)","95.156.213.150","27021","7783"
"EU-PVP-Official-GenOne-SmallTribes108 - (v321.1)","5.101.166.207","27015","7777"
"EU-PVP-Official-Extinction-SmallTribes71 - (v321.1)","5.101.166.202","27017","7779"
"EU-PVP-Official-TheCenter364 - (v321.1)","85.190.155.84","27017","7779"
"EU-PVP-Official-Extinction782 - (v321.1)","46.251.238.156","27023","7785"
"NA-PVE-Official-TheCenter742 - (v321.1)","95.156.213.140","27017","7779"
"NA-PVP-Valguero-PrimPlusCrossArk3 - (v321.1)","85.190.157.167","27015","7777"
"OC-PVE-Official-TheIsland391 - (v321.1)","128.0.115.19","27017","7779"
"EU-PVP-Official-Valguero-SmallTribes89 - (v321.1)","5.101.166.104","27017","7779"
"Asia-PVP-Official-TheIsland-ARKpocalypse1 - (v321.1)","36.27.209.169","27015","7777"
"NA-PVP-Official-TheIsland25 - (v321.1)","85.190.157.159","27017","7779"
"NA-PVP-Official-TheIsland39 - (v321.1)","85.190.158.49","27017","7779"
"EU-PVE-Official-Ragnarok211 - (v321.1)","31.214.160.228","27017","7779"
"NA-PVE-Official-CrystalIsles853 - (v321.1)","95.156.213.156","27017","7779"
"NA-PVE-Official-CrystalIsles848 - (v321.1)","95.156.213.155","27015","7777"
"EU-PVP-Official-TheCenter-ClassicPVP1 - (v321.1)","85.190.154.30","27015","7777"
"EU-PVP-Official-TheIsland-SmallTribes12 - (v321.1)","5.101.166.54","27019","7781"
"EU-PVP-Official-TheIsland170 - (v321.1)","85.190.148.229","27017","7779"
"EU-PVP-Official-TheIsland-SmallTribes21 - (v321.1)","5.101.166.131","27019","7781"
"EU-PVE-Official-TheCenter757 - (v321.1)","46.251.238.160","27017","7779"
"NA-PVP-Official-TheIsland893 - (v321.1)","95.156.213.160","27021","7783"
"NA-PVP-Official-Aberration-SmallTribes54 - (v321.1)","85.190.159.135","27017","7779"
"NA-PVE-Official-Extinction442 - (v321.1)","95.156.213.161","27015","7777"
"EU-PVP-Official-Valguero543 - (v321.1)","5.101.166.215","27019","7781"
"NA-PVE-Official-TheIsland407 - (v321.1)","85.190.152.48","27015","7777"
"EU-PVP-Official-TheIsland785 - (v321.1)","46.251.238.158","27021","7783"
"NA-PVP-Official-Valguero-SmallTribes80 - (v321.1)","37.10.127.83","27017","7779"
"NA-PVP-Official-Ragnarok65 - (v321.1)","85.190.159.137","27017","7779"
"EU-PVP-Official-Ragnarok-SmallTribes19 - (v321.1)","5.101.166.131","27015","7777"
"EU-PVP-Official-Aberration-SmallTribes5 - (v321.1)","85.190.148.211","27017","7779"
"EU-PVP-Official-TheIsland898 - (v321.1)","46.251.238.177","27023","7785"
"NA-PVE-Official-Ragnarok382 - (v321.1)","85.190.158.28","27017","7779"
"NA-PVE-Official-TheIsland404 - (v321.1)","85.190.159.165","27017","7779"
"NA-PVE-Official-Ragnarok71 - (v321.1)","85.190.159.41","27017","7779"
"EU-PVP-Official-Valguero-SmallTribes84 - (v321.1)","5.101.166.196","27019","7781"
"NA-PVP-Official-GenOne622 - (v321.1)","37.10.124.124","27023","7785"
"NA-PVE-Official-CrystalIsles830 - (v321.1)","95.156.213.149","27019","7781"
"EU-PVP-Official-TheCenter-SmallTribes38 - (v321.1)","46.251.238.106","27017","7779"
"NA-PVP-Official-TheIsland719 - (v321.1)","85.190.152.84","27019","7781"
"EU-PVP-Official-TheCenter-SmallTribes47 - (v321.1)","5.62.127.6","27025","7787"
"EU-PVP-Official-Valguero-ClassicPVP11 - (v321.1)","5.101.166.5","27017","7779"
"EU-PVE-Official-TheIsland77 - (v321.1)","5.101.166.210","27017","7779"
"EU-PVE-Official-CrystalIsles878 - (v321.1)","46.251.238.173","27017","7779"
"OC-PVP-Official-Extinction490 - (v321.1)","128.0.115.24","27025","7787"
"EU-PVP-Official-Aberration-SmallTribes116 - (v321.1)","46.251.238.162","27015","7777"
"*Beginner*EU-PVP-Official-TheIsland426 - (v321.1)","85.190.154.179","27017","7779"
"OC-PVE-Official-TheIsland207 - (v321.1)","128.0.115.14","27023","7785"
"EU-PVP-Official-Extinction-SmallTribes64 - (v321.1)","5.101.166.201","27019","7781"
"NA-PVP-Official-TheCenter-SmallTribes44 - (v321.1)","85.190.157.170","27017","7779"
